L03 EEG I - 腦電圖
檔案名:  G3-EEG-L03
星期五, 三月 23, 2018
10:06:34 下午
秒	EEG	alpha	beta	delta	theta
37.065	8.61206	-0.678144	-0.261763	6.92476	1.64806
37.07	8.78296	-0.977429	-0.581696	7.07784	1.62694
37.075	8.25806	-1.14893	-0.643909	7.21635	1.54929
37.08	7.90405	-1.17836	-0.408334	7.33839	1.41795
37.085	7.84302	-1.06877	-0.00370355	7.44253	1.23807
37.09	8.06885	-0.839255	0.300486	7.52773	1.01675
37.095	8.41064	-0.521771	0.245532	7.59288	0.762461
37.1	8.54492	-0.157041	-0.216877	7.63669	0.48489
37.105	9.00879	0.210672	-0.816262	7.65835	0.195295
37.11	8.72192	0.53873	-1.07092	7.65745	-0.0954018
37.115	7.56226	0.791857	-0.592237	7.63395	-0.376062
37.12	6.88477	0.945025	0.59019	7.58782	-0.636018
37.125	9.18579	0.986519	1.92405	7.51917	-0.864776
37.13	10.6934	0.918168	2.58472	7.42847	-1.05272
37.135	9.84497	0.754449	1.97512	7.31666	-1.19283
37.14	5.83496	0.519551	0.165215	7.18496	-1.28076
37.145	1.31226	0.243473	-2.03622	7.03475	-1.3141
37.15	0.0610352	-0.0420625	-3.47714	6.86732	-1.29237
37.155	0.512695	-0.307023	-3.31564	6.68411	-1.21718
37.16	2.27051	-0.526005	-1.53707	6.48681	-1.09242
37.165	4.55933	-0.681067	0.9912	6.27763	-0.924164
37.17	7.10449	-0.762813	2.98023	6.05893	-0.720371
37.175	7.76978	-0.770816	3.42899	5.83307	-0.490526
37.18	6.18286	-0.711954	2.16942	5.60228	-0.245216
37.185	3.93677	-0.598353	-0.0653379	5.3688	0.00438643
37.19	3.16772	-0.445269	-2.06854	5.13504	0.247131
37.195	4.18701	-0.268812	-2.82112	4.90354	0.47217
37.2	5.29175	-0.0842911	-2.01112	4.67689	0.66961
37.205	6.31104	0.0949764	-0.153373	4.45763	0.83051
37.21	7.33032	0.258605	1.71874	4.24792	0.947628
37.215	8.3313	0.399063	2.60109	4.04982	1.01568
37.22	8.44727	0.511305	2.02423	3.86561	1.03125
37.225	7.18384	0.591654	0.277883	3.69778	0.99357
37.23	4.76685	0.636748	-1.74127	3.54846	0.904292
37.235	2.09351	0.643687	-2.97835	3.41917	0.767573
37.24	1.33667	0.610538	-2.75164	3.31115	0.589795
37.245	3.09448	0.537055	-1.1059	3.22573	0.378633
37.25	5.63965	0.425046	1.18773	3.1642	0.143129
37.255	6.69556	0.278609	2.99809	3.12747	-0.1065
37.26	6.04248	0.104862	3.40248	3.11622	-0.359058
37.265	3.95508	-0.0851818	2.16759	3.13105	-0.60309
37.27	1.80054	-0.276931	-0.109719	3.17229	-0.827457
37.275	-1.09253	-0.453484	-2.29796	3.23987	-1.02198
37.28	-2.88086	-0.59739	-3.31698	3.33347	-1.17762
37.285	-2.4292	-0.692835	-2.69976	3.45274	-1.28677
37.29	-0.598145	-0.728084	-0.822701	3.59726	-1.34374
37.295	1.82495	-0.697237	1.31693	3.76622	-1.34496
37.3	3.73535	-0.601991	2.64096	3.95849	-1.28931
37.305	4.37622	-0.451824	2.5489	4.17244	-1.17817
37.31	3.94897	-0.263009	1.19409	4.40702	-1.01542
37.315	1.83105	-0.0568169	-0.645772	4.66094	-0.807102
37.32	1.44043	0.143471	-2.00886	4.9329	-0.560988
37.325	3.35083	0.316422	-2.24793	5.22104	-0.286249
37.33	6.66504	0.444627	-1.33222	5.52314	0.00658745
37.335	8.70972	0.517129	0.183064	5.83707	0.305961
37.34	9.27734	0.530452	1.47839	6.16093	0.599905
37.345	9.55811	0.489193	1.9011	6.49282	0.876506
37.35	10.6018	0.405776	1.29083	6.83066	1.1247
37.355	11.0657	0.298212	0.0413529	7.17238	1.33458
37.36	10.7483	0.186908	-1.12823	7.51586	1.4978
37.365	9.50928	0.0912968	-1.56891	7.85907	1.60801
37.37	8.81348	0.0256768	-1.06399	8.19995	1.66061
37.375	9.17969	-0.0030933	0.0503292	8.53648	1.65347
37.38	10.8215	0.00294043	1.08046	8.8668	1.58694
37.385	13.1226	0.0340513	1.3863	9.18914	1.46372
37.39	12.9211	0.0741854	0.771478	9.50178	1.28862
37.395	10.4858	0.104155	-0.391484	9.80289	1.06811
37.4	7.44019	0.10522	-1.38146	10.0912	0.810566
37.405	7.01904	0.0638515	-1.57403	10.3654	0.52604
37.41	9.42383	-0.0253669	-0.829718	10.6241	0.225335
37.415	11.8469	-0.1582	0.421136	10.8661	-0.0802533
37.42	11.9751	-0.320691	1.44991	11.0901	-0.379471
37.425	10.5286	-0.490174	1.68125	11.2954	-0.661355
37.43	9.27124	-0.638444	1.0273	11.4816	-0.915833
37.435	8.79517	-0.736474	-0.096334	11.6482	-1.13414
37.44	8.42285	-0.759134	-1.05758	11.7946	-1.30909
37.445	8.11157	-0.689564	-1.38848	11.9201	-1.43532
37.45	8.47168	-0.523008	-1.01748	12.0243	-1.5095
37.455	9.53369	-0.268876	-0.234009	12.1073	-1.53041
37.46	11.2549	0.0483349	0.536895	12.1694	-1.49872
37.465	12.0605	0.392273	0.972033	12.2108	-1.41703
37.47	12.8357	0.719685	0.952067	12.2319	-1.29008
37.475	13.2507	0.986568	0.528375	12.2327	-1.12438
37.48	13.4094	1.15422	-0.153426	12.2135	-0.927842
37.485	13.4766	1.1955	-0.884678	12.1753	-0.709122
37.49	12.7197	1.0991	-1.39142	12.1191	-0.4773
37.495	12.2742	0.871126	-1.3813	12.046	-0.241758
37.5	13.5193	0.536321	-0.68829	11.9567	-0.0118202
37.505	14.1357	0.134837	0.548757	11.8517	0.203584
37.51	14.3799	-0.282011	1.82927	11.732	0.396308
37.515	13.8977	-0.660238	2.47817	11.599	0.559574
37.52	12.7563	-0.951493	2.02694	11.454	0.687978
37.525	11.5662	-1.11958	0.556075	11.2984	0.77824
37.53	9.21021	-1.14479	-1.26346	11.1331	0.828725
37.535	7.02515	-1.02679	-2.51642	10.9594	0.839634
37.54	6.54297	-0.785145	-2.58647	10.7786	0.812757
37.545	7.85522	-0.4567	-1.53725	10.5921	0.751438
37.55	10.0281	-0.0896703	-0.062379	10.4016	0.66033
37.555	11.4075	0.263521	0.984426	10.2084	0.545247
37.56	11.8774	0.55382	1.15879	10.0139	0.412926
37.565	11.2671	0.742273	0.689464	9.81901	0.270805
37.57	10.7178	0.8058	0.246684	9.62533	0.126451
37.575	10.3699	0.740829	0.381928	9.43441	-0.0123964
37.58	10.4065	0.56374	1.06318	9.24793	-0.138851
37.585	10.5591	0.30793	1.66522	9.06712	-0.246736
37.59	10.4126	0.0183294	1.43809	8.89252	-0.33088
37.595	9.11865	-0.256039	0.120552	8.72484	-0.387128
37.6	6.20728	-0.469536	-1.76253	8.56518	-0.412452
37.605	4.02222	-0.587173	-3.16647	8.41484	-0.405719
37.61	3.41187	-0.589853	-3.19665	8.27516	-0.36778
37.615	5.57251	-0.477468	-1.71956	8.14695	-0.300994
37.62	10.0708	-0.268915	0.513509	8.03076	-0.208771
37.625	11.9751	0.00113753	2.32675	7.92721	-0.0955851
37.63	12.3962	0.287924	2.84794	7.83689	0.0330703
37.635	10.5103	0.544	2.01439	7.76002	0.170692
37.64	9.26514	0.725014	0.528855	7.69691	0.310172
37.645	9.66187	0.798196	-0.669402	7.64775	0.444446
37.65	9.52148	0.74745	-1.02553	7.61266	0.566649
37.655	8.76465	0.577086	-0.650646	7.59165	0.67057
37.66	7.50732	0.310744	-0.108314	7.58423	0.750471
37.665	6.73828	-0.0135773	0.0777749	7.58982	0.801489
37.67	6.91528	-0.349236	-0.19172	7.6077	0.819522
37.675	6.73828	-0.647063	-0.589526	7.63711	0.801775
37.68	5.79834	-0.86285	-0.695522	7.67731	0.74704
37.685	5.16968	-0.964167	-0.36913	7.72757	0.655873
37.69	5.67627	-0.935537	0.141953	7.78695	0.530754
37.695	7.28149	-0.780859	0.432124	7.85425	0.37518
37.7	8.14209	-0.522831	0.301704	7.92811	0.193861
37.705	7.86743	-0.199251	-0.0564359	8.00749	-0.00747806
37.71	8.00171	0.142687	-0.211446	8.09092	-0.222133
37.715	8.45947	0.45371	0.127393	8.17714	-0.442646
37.72	9.48486	0.689947	0.815171	8.26458	-0.661264
37.725	9.47266	0.819444	1.31901	8.35159	-0.870188
37.73	10.3149	0.827091	1.09692	8.4366	-1.0619
37.735	9.50317	0.716102	0.0410803	8.51801	-1.22944
37.74	7.37915	0.507575	-1.35951	8.59423	-1.36643
37.745	4.49219	0.23684	-2.2734	8.66389	-1.46724
37.75	3.67432	-0.0513509	-2.0572	8.7258	-1.52713
37.755	6.39648	-0.309936	-0.704386	8.77883	-1.54286
37.76	9.98535	-0.497177	1.09138	8.82171	-1.51305
37.765	11.1694	-0.583273	2.3221	8.85304	-1.43775
37.77	9.58252	-0.555028	2.26695	8.87169	-1.31826
37.775	7.36694	-0.417892	0.936323	8.87705	-1.15684
37.78	6.39038	-0.195184	-0.922663	8.86853	-0.957342
37.785	6.96411	0.0756091	-2.25703	8.8454	-0.725426
37.79	7.76978	0.348791	-2.30984	8.80694	-0.467992
37.795	9.0271	0.57747	-1.04605	8.75283	-0.192769
37.8	9.97314	0.720488	0.839338	8.68339	0.0921137
37.805	10.0098	0.748571	2.31881	8.5991	0.377965
37.81	10.2112	0.64912	2.60054	8.50046	0.656368
37.815	10.3577	0.428607	1.55594	8.38768	0.919319
37.82	9.74121	0.112133	-0.236417	8.26121	1.15926
37.825	7.83691	-0.259839	-1.84021	8.12215	1.36929
37.83	4.91333	-0.637012	-2.49619	7.9715	1.54328
37.835	4.47998	-0.966008	-2.02294	7.81044	1.6762
37.84	6.62231	-1.19759	-0.853778	7.64019	1.76426
37.845	9.53369	-1.29345	0.295106	7.46237	1.8048
37.85	10.4126	-1.23176	0.910962	7.27891	1.79635
37.855	9.69238	-1.01054	0.978732	7.09145	1.73942
37.86	8.30688	-0.64874	0.897914	6.902	1.636
37.865	8.99048	-0.183931	1.07539	6.71275	1.48951
37.87	11.0901	0.332373	1.51507	6.52585	1.30446
37.875	11.3525	0.841004	1.73238	6.34318	1.08615
37.88	9.38721	1.28235	1.09931	6.16616	0.840913
37.885	6.57959	1.60349	-0.601363	5.9968	0.575798
37.89	5.04761	1.76453	-2.8197	5.83709	0.298341
37.895	4.52271	1.74351	-4.39318	5.68905	0.0164717
37.9	3.61328	1.53844	-4.20167	5.55429	-0.261819
37.905	3.25317	1.16751	-1.92416	5.43433	-0.528678
37.91	5.41382	0.667207	1.6045	5.33073	-0.77746
37.915	8.83789	0.0882926	4.7313	5.2449	-1.0021
37.92	10.376	-0.509687	5.86259	5.17805	-1.19725
37.925	8.37402	-1.06485	4.36494	5.13116	-1.35789
37.93	2.92358	-1.51969	0.947451	5.10507	-1.4803
37.935	-2.72827	-1.82731	-2.71204	5.09998	-1.56244
37.94	-5.33447	-1.95707	-4.8727	5.11563	-1.60356
37.945	-4.01611	-1.89722	-4.6423	5.15227	-1.60393
37.95	0.323486	-1.65537	-2.38736	5.21027	-1.56458
37.955	4.30908	-1.25688	0.551733	5.28975	-1.48776
37.96	5.96924	-0.742386	2.63509	5.38979	-1.37703
37.965	5.46265	-0.163614	2.93789	5.50898	-1.23695
37.97	4.53491	0.422114	1.57673	5.64605	-1.07277
37.975	4.65088	0.958098	-0.439644	5.7998	-0.88995
37.98	7.21436	1.3938	-1.81825	5.96873	-0.694353
37.985	8.89893	1.6898	-1.70863	6.15108	-0.492014
37.99	8.80127	1.82141	-0.179567	6.34501	-0.289094
37.995	7.64771	1.78089	1.82805	6.54856	-0.0912971
38	9.65576	1.57733	3.026	6.75949	0.0964738
38.005	11.8225	1.23576	2.52816	6.9754	0.269964
38.01	11.8103	0.79442	0.394465	7.19395	0.425505
38.015	7.08008	0.300541	-2.34872	7.41257	0.560218
38.02	3.17383	-0.195323	-4.24958	7.62928	0.671989
38.025	3.08228	-0.645156	-4.24779	7.84187	0.75956
38.03	5.80444	-1.00812	-2.29039	8.04838	0.822755
38.035	8.47168	-1.25421	0.640332	8.24644	0.862253
38.04	10.376	-1.36676	3.112	8.43371	0.879742
38.045	13.0371	-1.34415	4.07029	8.60804	0.877462
38.05	13.5925	-1.19955	3.3771	8.76756	0.857965
38.055	11.7432	-0.958489	1.72868	8.91057	0.823942
38.06	8.00781	-0.655006	0.0624013	9.03553	0.778355
38.065	4.93774	-0.327057	-1.08075	9.14115	0.724329
38.07	6.70166	-0.0119263	-1.7654	9.22645	0.664936
38.075	8.86841	0.258348	-2.32921	9.29074	0.602808
38.08	9.68628	0.460435	-2.84225	9.33361	0.540357
38.085	8.36792	0.582633	-2.86888	9.35482	0.479853
38.09	7.08008	0.625266	-1.7919	9.35446	0.423278
38.095	7.54395	0.599932	0.518644	9.3327	0.371768
38.1	11.0107	0.526757	3.26698	9.28998	0.325396
38.105	18.2983	0.430654	4.98712	9.22708	0.28347
38.11	18.5486	0.336347	4.44654	9.14504	0.244969
38.115	13.4277	0.264244	1.59884	9.0452	0.208621
38.12	3.69873	0.227163	-2.15611	8.9292	0.172795
38.125	0.683594	0.228887	-4.7151	8.79893	0.135542
38.13	5.29175	0.26317	-4.5923	8.65643	0.0950958
38.135	10.5896	0.314069	-1.93238	8.50362	0.049803
38.14	11.9629	0.358785	1.53074	8.34249	-0.00180595
38.145	10.2295	0.372147	3.59627	8.17497	-0.0612601
38.15	8.28857	0.332021	3.05714	8.00384	-0.129661
38.155	6.65283	0.223344	0.488185	7.83181	-0.207384
38.16	5.85938	0.0416897	-2.19673	7.66184	-0.293695
38.165	5.41382	-0.204674	-3.10894	7.4961	-0.387196
38.17	5.68237	-0.494124	-1.70099	7.33654	-0.485909
38.175	5.99365	-0.793398	0.900497	7.18519	-0.587326
38.18	6.35376	-1.06144	2.76772	7.0442	-0.688479
38.185	6.9397	-1.25508	2.6015	6.91577	-0.785825
38.19	6.46973	-1.33586	0.662672	6.80177	-0.875419
38.195	4.82788	-1.27607	-1.47368	6.70386	-0.95319
38.2	2.47803	-1.0643	-2.14493	6.62341	-1.01502
38.205	2.4231	-0.70831	-0.884463	6.56163	-1.05702
38.21	5.10864	-0.235485	1.2067	6.51971	-1.07567
38.215	7.59888	0.309297	2.29291	6.49851	-1.06809
38.22	7.78198	0.868335	1.22878	6.49841	-1.03226
38.225	5.88989	1.37669	-1.48635	6.51904	-0.967013
38.23	4.84619	1.77048	-3.96006	6.56011	-0.872147
38.235	5.07813	1.99552	-4.22257	6.62136	-0.748375
38.24	5.78613	2.01502	-1.67388	6.70243	-0.597534
38.245	7.20825	1.81563	2.38364	6.80231	-0.422656
38.25	15.0574	1.40965	5.53204	6.91941	-0.227738
38.255	17.7795	0.835016	5.81927	7.05203	-0.0178484
38.26	14.6179	0.151135	3.03761	7.19862	0.201087
38.265	4.58374	-0.567597	-1.16786	7.35742	0.422585
38.27	-2.85645	-1.24014	-4.40721	7.52636	0.6398
38.275	-0.0244141	-1.78868	-5.07021	7.70286	0.845786
38.28	6.49414	-2.14801	-3.23546	7.88434	1.03393
38.285	9.14307	-2.27455	-0.404006	8.06852	1.19805
38.29	8.54492	-2.15201	1.65162	8.25325	1.33251
38.295	7.35474	-1.7933	2.06235	8.43583	1.43237
38.3	7.96509	-1.23909	1.25147	8.61307	1.49344
38.305	10.1135	-0.552876	0.361772	8.78193	1.5129
38.31	12.2864	0.186059	0.249851	8.93997	1.48936
38.315	13.562	0.892227	0.844848	9.08533	1.42277
38.32	14.1785	1.48472	1.32323	9.21587	1.31439
38.325	13.4521	1.89691	0.886838	9.32939	1.16706
38.33	11.8225	2.08457	-0.507653	9.42405	0.985048
38.335	9.85718	2.03065	-2.04701	9.49826	0.773798
38.34	8.77075	1.74748	-2.6542	9.55058	0.539592
38.345	10.437	1.27466	-1.79896	9.57951	0.289337
38.35	11.2915	0.673526	0.0825838	9.58342	0.0305887
38.355	11.2549	0.0195746	1.87298	9.56184	-0.22882
38.36	10.083	-0.607464	2.52683	9.51475	-0.480971
38.365	8.41064	-1.13352	1.74442	9.44271	-0.718167
38.37	7.48901	-1.49941	0.100857	9.34605	-0.933193
38.375	5.78613	-1.66762	-1.40135	9.22493	-1.11955
38.38	3.90625	-1.62587	-1.98162	9.07991	-1.27173
38.385	4.73633	-1.38754	-1.49713	8.91208	-1.38557
38.39	6.56738	-0.989522	-0.385976	8.7226	-1.45839
38.395	7.78198	-0.487306	0.709563	8.5132	-1.48894
38.4	7.33643	0.0524502	1.33469	8.28627	-1.47708
38.405	7.14111	0.560622	1.37379	8.04436	-1.42386
38.41	7.56836	0.97453	0.950965	7.78985	-1.33162
38.415	7.80029	1.24544	0.260774	7.52477	-1.20389
38.42	6.61621	1.34418	-0.504712	7.25139	-1.04528
38.425	5.07813	1.26413	-1.12507	6.9725	-0.861183
38.43	4.50439	1.02124	-1.34905	6.69117	-0.657801
38.435	4.65698	0.651674	-1.00953	6.41035	-0.441834
38.44	5.64575	0.206061	-0.200205	6.13296	-0.220032
38.445	6.48193	-0.256754	0.67313	5.86172	0.00102079
38.45	6.73218	-0.677611	1.08652	5.59932	0.214907
38.455	6.04248	-1.00406	0.757685	5.3484	0.415898
38.46	5.09644	-1.19697	-0.0944592	5.11136	0.598887
38.465	4.41895	-1.23514	-0.828648	4.89097	0.759731
38.47	4.79736	-1.11666	-0.80988	4.68961	0.894782
38.475	5.46265	-0.858549	0.0922091	4.50953	1.00111
38.48	6.47583	-0.493792	1.31942	4.35235	1.07692
38.485	7.59277	-0.0678439	1.94268	4.21933	1.12158
38.49	7.4646	0.367304	1.30794	4.11153	1.13533
38.495	6.35376	0.759994	-0.439209	4.03003	1.1191
38.5	4.31519	1.06491	-2.34932	3.97583	1.0746
38.505	2.81372	1.24807	-3.23264	3.94952	1.00443
38.51	3.38135	1.28995	-2.43158	3.95128	0.911771
38.515	5.46875	1.1876	-0.282715	3.98067	0.799946
38.52	7.95898	0.954449	2.05561	4.03688	0.672297
38.525	9.32007	0.618288	3.31862	4.11937	0.532234
38.53	8.55713	0.217461	2.89787	4.22711	0.383166
38.535	5.61523	-0.203684	1.16792	4.35882	0.228454
38.54	1.81274	-0.599524	-0.821086	4.51285	0.0716179
38.545	-0.0366211	-0.928425	-2.03203	4.68722	-0.0839056
38.55	1.08643	-1.15709	-2.03449	4.88	-0.234985
38.555	3.02124	-1.2644	-1.14268	5.08903	-0.378996
38.56	3.75366	-1.24285	-0.0793334	5.31198	-0.513789
38.565	3.1189	-1.09869	0.546115	5.54619	-0.637204
38.57	3.21655	-0.850249	0.572891	5.78888	-0.747109
38.575	4.1687	-0.525538	0.253024	6.03721	-0.841574
38.58	5.43213	-0.159068	-0.0410896	6.28849	-0.918908
38.585	6.50024	0.211799	-0.102616	6.54014	-0.977738
38.59	7.52563	0.550694	0.0321673	6.78938	-1.01706
38.595	8.03223	0.82596	0.213746	7.03316	-1.0359
38.6	7.78198	1.0136	0.347015	7.26897	-1.03335
38.605	7.62329	1.09974	0.436289	7.49446	-1.00815
38.61	9.30786	1.08108	0.493046	7.70745	-0.960095
38.615	10.0037	0.964774	0.438654	7.90546	-0.889572
38.62	9.67407	0.766557	0.139384	8.08577	-0.797578
38.625	7.30591	0.509446	-0.439654	8.24624	-0.68493
38.63	6.03638	0.220763	-1.10234	8.38533	-0.552368
38.635	6.50635	-0.070882	-1.47272	8.50161	-0.401763
38.64	7.47681	-0.338966	-1.23149	8.59374	-0.235704
38.645	8.09937	-0.561198	-0.373415	8.66025	-0.0575152
38.65	7.86133	-0.720905	0.723519	8.70044	0.129101
38.655	8.28857	-0.808	1.50363	8.71406	0.320187
38.66	9.39331	-0.819638	1.58647	8.70125	0.51096
38.665	9.96094	-0.760139	1.01071	8.66209	0.696031
38.67	9.35669	-0.639516	0.185316	8.5964	0.869766
38.675	7.71484	-0.472399	-0.418301	8.50444	1.0267
38.68	6.75659	-0.27624	-0.592082	8.38696	1.1619
38.685	7.01904	-0.0699477	-0.493415	8.24503	1.27055
38.69	8.72192	0.127882	-0.450351	8.07976	1.34792
38.695	9.375	0.301001	-0.645655	7.89235	1.38937
38.7	9.18579	0.436428	-0.933315	7.68418	1.39132
38.705	7.88574	0.525138	-0.942045	7.45684	1.35157
38.71	6.85425	0.562262	-0.388979	7.21203	1.26953
38.715	7.09229	0.547334	0.642138	6.95164	1.14607
38.72	10.675	0.484098	1.67748	6.67737	0.983065
38.725	12.97	0.379834	2.11748	6.39145	0.783521
38.73	11.4929	0.246461	1.61244	6.09605	0.551704
38.735	6.30493	0.0982332	0.299767	5.79344	0.293374
38.74	1.59912	-0.0492104	-1.24881	5.48562	0.0159524
38.745	2.06299	-0.181729	-2.32366	5.1744	-0.27204
38.75	4.73022	-0.28721	-2.43289	4.86186	-0.561799
38.755	5.76172	-0.355529	-1.52226	4.55014	-0.844546
38.76	4.05273	-0.379582	0.029005	4.24114	-1.111
38.765	2.62451	-0.35651	1.59233	3.93656	-1.35153
38.77	2.45972	-0.288837	2.54611	3.63775	-1.55717
38.775	3.90015	-0.184471	2.50175	3.3465	-1.71998
38.78	4.27856	-0.0559982	1.44121	3.06457	-1.83348
38.785	2.86255	0.0803911	-0.262467	2.79366	-1.89229
38.79	-0.57373	0.206393	-1.95987	2.53498	-1.89314
38.795	-3.51563	0.304064	-2.95187	2.28903	-1.83486
38.8	-3.97949	0.358236	-2.77737	2.0565	-1.71825
38.805	-2.46582	0.358967	-1.43658	1.83833	-1.54569
38.81	1.49536	0.303009	0.561486	1.6355	-1.32157
38.815	4.32739	0.194641	2.39004	1.44859	-1.05251
38.82	4.19922	0.0455351	3.2694	1.27778	-0.747083
38.825	1.78223	-0.126193	2.82508	1.1231	-0.415014
38.83	-1.34277	-0.297684	1.25877	0.984584	-0.0669251
38.835	-1.24512	-0.443648	-0.757459	0.862295	0.286111
38.84	-0.439453	-0.539758	-2.39583	0.756195	0.631408
38.845	-0.646973	-0.5668	-3.03488	0.666274	0.956531
38.85	-0.872803	-0.514254	-2.5041	0.592268	1.24985
38.855	0.219727	-0.382169	-1.11521	0.533509	1.50164
38.86	2.24609	-0.181954	0.509987	0.489511	1.70374
38.865	3.96118	0.0643634	1.72725	0.460026	1.84921
38.87	5.40161	0.325579	2.14078	0.444912	1.93258
38.875	6.26831	0.566971	1.74611	0.443514	1.95088
38.88	6.00586	0.754063	0.885048	0.454833	1.90341
38.885	4.04663	0.857586	0.0394079	0.477855	1.79194
38.89	1.03149	0.856874	-0.439272	0.511985	1.62078
38.895	1.00708	0.743302	-0.515273	0.556651	1.3965
38.9	2.53296	0.523825	-0.454959	0.611311	1.12754
38.905	3.09448	0.221406	-0.603658	0.675238	0.823592
38.91	1.19629	-0.127994	-1.08424	0.747677	0.495645
38.915	-2.23999	-0.480082	-1.63448	0.827833	0.1556
38.92	-3.19824	-0.787839	-1.72412	0.915078	-0.183985
38.925	-1.60522	-1.00759	-0.920342	1.00933	-0.510496
38.93	0.506592	-1.10513	0.731723	1.11047	-0.812363
38.935	2.05078	-1.06118	2.5905	1.21799	-1.07934
38.94	1.86157	-0.875105	3.69423	1.33108	-1.3025
38.945	1.7334	-0.565694	3.3052	1.44892	-1.47442
38.95	-0.250244	-0.169427	1.3909	1.57111	-1.58928
38.955	-1.98364	0.263721	-1.27691	1.69741	-1.64383
38.96	-3.56445	0.676614	-3.49763	1.82751	-1.63778
38.965	-3.71094	1.01253	-4.27464	1.96095	-1.57301
38.97	-2.14233	1.22377	-3.33276	2.09724	-1.45343
38.975	0.457764	1.27816	-1.21292	2.23591	-1.28482
38.98	3.17993	1.16368	1.0797	2.3766	-1.07475
38.985	5.39551	0.891028	2.6295	2.51871	-0.832991
38.99	6.50635	0.492441	3.02349	2.66193	-0.570461
38.995	5.95703	0.0183329	2.41833	2.80587	-0.298737
39	4.70581	-0.469669	1.29576	2.95025	-0.0289178
39.005	3.54614	-0.907221	0.132329	3.09451	0.228502
39.01	2.63672	-1.23518	-0.795333	3.23786	0.463452
39.015	2.2583	-1.40786	-1.39833	3.37962	0.666161
39.02	2.14233	-1.39956	-1.65143	3.51918	0.828336
39.025	2.36206	-1.20861	-1.5195	3.65604	0.944275
39.03	3.42407	-0.857396	-1.00205	3.78973	1.01119
39.035	4.90723	-0.389314	-0.233299	3.91973	1.02863
39.04	5.58472	0.136856	0.500273	4.04554	0.997266
39.045	5.64575	0.654165	0.881791	4.16611	0.919656
39.05	7.75146	1.0965	0.768607	4.28067	0.800527
39.055	8.23364	1.40765	0.317737	4.38865	0.646835
39.06	7.88574	1.54861	-0.0853646	4.48972	0.466932
39.065	4.82178	1.5026	-0.0796591	4.58338	0.269971
39.07	4.50439	1.27684	0.400034	4.66856	0.065632
39.075	7.31201	0.901292	1.03012	4.74431	-0.135872
39.08	8.10547	0.423998	1.27453	4.81004	-0.324475
39.085	5.62744	-0.0955338	0.740986	4.86546	-0.490942
39.09	0.506592	-0.594645	-0.509026	4.91013	-0.62742
39.095	-1.59302	-1.01529	-1.91277	4.94344	-0.72728
39.1	-0.67749	-1.31148	-2.68043	4.96499	-0.786683
39.105	1.08643	-1.45449	-2.25077	4.97451	-0.803276
39.11	2.36816	-1.43531	-0.658307	4.97184	-0.77656
39.115	3.25928	-1.26492	1.41277	4.95666	-0.707228
39.12	5.04761	-0.971797	2.9439	4.92918	-0.597832
39.125	6.55518	-0.596712	3.11453	4.88963	-0.453715
39.13	7.25708	-0.186615	1.76293	4.83823	-0.282702
39.135	6.06079	0.212727	-0.488763	4.77484	-0.0934923
39.14	4.13208	0.560797	-2.52563	4.69961	0.104757
39.145	3.4729	0.827334	-3.30119	4.61304	0.302775
39.15	3.91846	0.995134	-2.38046	4.51574	0.490865
39.155	6.03027	1.06138	-0.180213	4.40838	0.659519
39.16	8.38623	1.0358	2.21849	4.29168	0.800159
39.165	10.5347	0.935632	3.59873	4.16648	0.906056
39.17	9.49097	0.782102	3.21831	4.03356	0.971251
39.175	6.37817	0.59698	1.1936	3.89346	0.991472
39.18	1.98364	0.399739	-1.54057	3.74738	0.964414
39.185	-0.415039	0.204819	-3.67833	3.59645	0.890084
39.19	-0.12207	0.019883	-4.18122	3.44198	0.771267
39.195	1.78833	-0.153237	-2.78945	3.28526	0.612219
39.2	3.8147	-0.316172	-0.150794	3.12745	0.41925
39.205	4.83398	-0.470921	2.49851	2.96986	0.200335
39.21	4.79736	-0.617166	3.94452	2.81372	-0.0353811
39.215	4.29688	-0.750614	3.59018	2.66016	-0.277961
39.22	3.60107	-0.862244	1.73339	2.51028	-0.517446
39.225	1.06812	-0.939189	-0.620325	2.3652	-0.743459
39.23	-2.11792	-0.965765	-2.30232	2.22604	-0.945843
39.235	-4.30908	-0.925745	-2.59541	2.09402	-1.11589
39.24	-3.53394	-0.805938	-1.58179	1.97036	-1.24561
39.245	-0.45166	-0.600095	-0.040315	1.85571	-1.32909
39.25	1.44043	-0.312854	1.04105	1.75075	-1.362
39.255	1.5564	0.0388991	1.05297	1.65635	-1.34254
39.26	0.653076	0.426759	0.109313	1.57341	-1.27035
