L03 EEG I - 腦電圖
檔案名:  G3-EEG-L03
星期五, 三月 23, 2018
10:06:34 下午
秒	EEG	alpha	beta	delta	theta
34.795	7.61719	1.2672	0.122271	9.1832	-1.26475
34.8	6.7627	1.37823	0.565162	9.32722	-1.18451
34.805	7.31812	1.32664	0.205358	9.47046	-1.06556
34.81	8.42896	1.10317	-0.499708	9.61231	-0.912117
34.815	9.97314	0.720552	-0.888512	9.75231	-0.729763
34.82	10.6995	0.214247	-0.574963	9.89002	-0.524845
34.825	10.4553	-0.360682	0.297133	10.0248	-0.304304
34.83	9.99756	-0.935144	1.16974	10.1563	-0.0754493
34.835	9.48486	-1.43416	1.45529	10.2841	0.153933
34.84	9.63135	-1.78675	0.942466	10.4084	0.375932
34.845	10.7117	-1.93561	-0.0391349	10.5289	0.582801
34.85	11.2122	-1.84608	-0.821209	10.6454	0.76726
34.855	11.4441	-1.51261	-0.850077	10.7576	0.922728
34.86	10.8704	-0.961476	-0.102064	10.8652	1.04314
34.865	10.8032	-0.249473	0.829437	10.9684	1.1244
34.87	11.8042	0.541207	1.0891	11.0672	1.16375
34.875	14.2944	1.31284	0.169955	11.1616	1.16025
34.88	14.9719	1.96423	-1.61787	11.2516	1.11408
34.885	14.1296	2.40493	-3.18513	11.3373	1.02654
34.89	11.8408	2.56781	-3.28028	11.4189	0.900681
34.895	11.2671	2.41823	-1.35551	11.4965	0.740974
34.9	13.3118	1.96061	1.90176	11.5703	0.553195
34.905	19.1223	1.2397	4.80159	11.6403	0.344126
34.91	20.7214	0.336981	5.60852	11.7064	0.121382
34.915	16.7358	-0.639265	3.65255	11.7688	-0.106851
34.92	8.1604	-1.56833	-0.15705	11.8274	-0.332275
34.925	1.62354	-2.33339	-3.80925	11.8824	-0.546544
34.93	1.84326	-2.8358	-5.3971	11.9337	-0.741943
34.935	4.43726	-3.00752	-4.27074	11.981	-0.911447
34.94	6.53687	-2.81979	-1.37388	12.024	-1.04893
34.945	9.08203	-2.28874	1.4462	12.0626	-1.14939
34.95	11.5784	-1.47513	2.6687	12.0969	-1.20893
34.955	12.5793	-0.477194	2.01205	12.1269	-1.22522
34.96	12.1643	0.58348	0.444264	12.1525	-1.19752
34.965	11.9751	1.5769	-0.648279	12.1733	-1.12663
34.97	13.3423	2.38162	-0.478688	12.1887	-1.01481
34.975	15.3687	2.89932	0.66765	12.1985	-0.865858
34.98	18.2739	3.06787	1.7695	12.2024	-0.684906
34.985	18.6401	2.86983	1.88083	12.2003	-0.478315
34.99	16.3208	2.33416	0.775409	12.1922	-0.253446
34.995	12.3352	1.53264	-0.973783	12.1778	-0.0182748
35	8.90503	0.568694	-2.46237	12.1564	0.218897
35.005	8.71582	-0.435918	-3.02296	12.1277	0.449683
35.01	9.83887	-1.35697	-2.5086	12.0912	0.666026
35.015	10.8887	-2.08368	-1.18428	12.0467	0.860352
35.02	11.792	-2.53243	0.537006	11.9942	1.02561
35.025	11.9934	-2.6584	2.22375	11.9336	1.15555
35.03	11.6028	-2.4599	3.39483	11.8646	1.24508
35.035	12.262	-1.97651	3.52413	11.7869	1.29074
35.04	14.2761	-1.28184	2.27652	11.7008	1.29077
35.045	14.2273	-0.472816	-0.125349	11.6064	1.24479
35.05	12.1338	0.343752	-2.74612	11.5038	1.15386
35.055	8.79517	1.06558	-4.28587	11.3926	1.02065
35.06	7.65381	1.60857	-3.84173	11.2728	0.849425
35.065	9.10034	1.91682	-1.57618	11.1449	0.645905
35.07	13.2568	1.96836	1.26026	11.0093	0.416705
35.075	18.0115	1.77539	3.08212	10.8665	0.1694
35.08	18.0176	1.38064	3.02098	10.7166	-0.0881307
35.085	12.8723	0.849652	1.49869	10.5601	-0.347479
35.09	6.01196	0.26109	-0.138936	10.3975	-0.599848
35.095	5.26733	-0.305075	-0.687992	10.2295	-0.836277
35.1	9.39941	-0.778417	-0.0368669	10.0568	-1.0481
35.105	11.2	-1.10692	0.766493	9.87957	-1.22775
35.11	9.11865	-1.26261	0.424543	9.69847	-1.36918
35.115	4.99268	-1.24295	-1.41567	9.5141	-1.46751
35.12	3.03345	-1.06895	-3.65952	9.32731	-1.51929
35.125	3.71094	-0.780398	-4.44096	9.13898	-1.52243
35.13	5.76782	-0.427856	-2.54502	8.94985	-1.47625
35.135	7.99561	-0.0644216	1.48861	8.76057	-1.38157
35.14	12.5977	0.261875	5.48564	8.57188	-1.24064
35.145	17.3523	0.514209	6.98312	8.38471	-1.05739
35.15	15.5579	0.670851	4.89685	8.20001	-0.837363
35.155	8.58765	0.726549	0.30749	8.01825	-0.587529
35.16	0.0244141	0.69091	-4.20667	7.8397	-0.315788
35.165	-0.756836	0.584333	-6.23555	7.66471	-0.0307068
35.17	4.35791	0.433244	-5.0329	7.49436	0.258702
35.175	8.41064	0.26519	-1.82466	7.32954	0.543346
35.18	9.65576	0.104052	1.2208	7.17061	0.814342
35.185	9.08203	-0.0333587	2.53101	7.01772	1.06322
35.19	8.45337	-0.138925	2.05589	6.87118	1.28189
35.195	7.89795	-0.212499	0.983971	6.7317	1.46294
35.2	8.09937	-0.259874	0.586445	6.59994	1.60017
35.205	10.7849	-0.29007	1.15518	6.47623	1.68886
35.21	11.3953	-0.312234	1.84399	6.36071	1.72595
35.215	9.81445	-0.332649	1.48423	6.25343	1.71012
35.22	5.3772	-0.352518	-0.320509	6.15457	1.64133
35.225	2.68555	-0.367353	-2.71172	6.06436	1.52105
35.23	3.93677	-0.367748	-4.11322	5.98294	1.35187
35.235	5.79834	-0.342255	-3.38569	5.91031	1.13822
35.24	6.06689	-0.280082	-0.726663	5.84641	0.886133
35.245	6.45752	-0.174325	2.36967	5.79132	0.602905
35.25	10.0098	-0.0247217	4.08044	5.74515	0.296789
35.255	10.675	0.160738	3.45716	5.70792	-0.0233435
35.26	8.37402	0.365164	1.01879	5.67953	-0.347976
35.265	2.74048	0.564518	-1.65198	5.65983	-0.667456
35.27	1.48315	0.730562	-2.98511	5.64859	-0.97229
35.275	4.00391	0.835455	-2.40884	5.64587	-1.25331
35.28	5.7251	0.856228	-0.595313	5.65114	-1.5024
35.285	6.06079	0.779421	1.12569	5.66409	-1.71202
35.29	5.31616	0.604182	1.71372	5.68444	-1.87566
35.295	4.45557	0.343356	1.05434	5.71221	-1.98773
35.3	3.25928	0.0226135	-0.107669	5.7476	-2.04404
35.305	1.9043	-0.322439	-0.813834	5.79036	-2.04222
35.31	1.74561	-0.650404	-0.605466	5.84029	-1.98165
35.315	2.91748	-0.919776	0.202032	5.89723	-1.86335
35.32	3.85742	-1.09481	0.830315	5.96112	-1.69003
35.325	3.39355	-1.15063	0.666639	6.03171	-1.46599
35.33	2.41089	-1.07694	-0.262674	6.10873	-1.19712
35.335	2.28882	-0.879996	-1.3032	6.19201	-0.89072
35.34	3.24097	-0.583267	-1.64527	6.28146	-0.555119
35.345	6.13403	-0.222515	-0.907513	6.37684	-0.199346
35.35	8.93555	0.158692	0.563145	6.47776	0.166841
35.355	10.0708	0.515339	1.88828	6.5838	0.533384
35.36	9.61914	0.805713	2.21142	6.69461	0.889952
35.365	9.22241	0.996587	1.24757	6.80987	1.22634
35.37	10.1929	1.06867	-0.511142	6.92919	1.53275
35.375	10.8887	1.0189	-2.0717	7.05227	1.80017
35.38	9.36279	0.860713	-2.52074	7.17872	2.02061
35.385	6.70166	0.620811	-1.56118	7.3081	2.18726
35.39	7.8186	0.334962	0.306119	7.4398	2.29472
35.395	13.3728	0.0420705	2.05993	7.57305	2.3391
35.4	15.3076	-0.221174	2.72837	7.70727	2.31849
35.405	12.9395	-0.424793	1.92613	7.84192	2.23262
35.41	7.67822	-0.549552	0.0604508	7.97641	2.08287
35.415	5.49927	-0.589308	-1.89439	8.11019	1.8724
35.42	6.79932	-0.551174	-2.91939	8.24266	1.60608
35.425	8.20313	-0.453592	-2.49063	8.37254	1.29054
35.43	8.8623	-0.322113	-0.837967	8.49841	0.93391
35.435	9.8999	-0.185066	1.19451	8.61945	0.54562
35.44	10.5652	-0.0684444	2.60934	8.73537	0.136433
35.445	10.0281	0.00830405	2.76894	8.84605	-0.282065
35.45	9.68628	0.0352628	1.68797	8.95047	-0.698153
35.455	8.5144	0.0137414	-0.0318626	9.04741	-1.10103
35.46	7.1167	-0.0451871	-1.55954	9.13591	-1.48054
35.465	5.15747	-0.12267	-2.26609	9.2153	-1.82648
35.47	3.479	-0.195254	-1.99395	9.28494	-2.12848
35.475	3.56445	-0.239122	-1.04436	9.34408	-2.37679
35.48	7.09229	-0.234288	0.0731911	9.39207	-2.56357
35.485	9.44824	-0.169149	0.931118	9.42839	-2.68317
35.49	9.61304	-0.0429229	1.34788	9.45257	-2.73092
35.495	7.25708	0.133722	1.35955	9.46417	-2.70402
35.5	6.17065	0.340366	1.08046	9.46281	-2.60169
35.505	8.6792	0.54919	0.593578	9.44817	-2.42583
35.51	10.0525	0.729062	-0.0549587	9.42015	-2.18086
35.515	9.34448	0.849521	-0.778689	9.37875	-1.87327
35.52	6.87866	0.885419	-1.38975	9.32413	-1.51124
35.525	6.41479	0.820902	-1.63443	9.25646	-1.10432
35.53	8.20313	0.653345	-1.33689	9.17599	-0.663424
35.535	9.69238	0.393908	-0.535501	9.08294	-0.200579
35.54	9.96094	0.066562	0.493793	8.9778	0.271293
35.545	9.91211	-0.295349	1.37329	8.86128	0.738908
35.55	10.0586	-0.653121	1.81944	8.73434	1.18916
35.555	10.7605	-0.966482	1.75502	8.59818	1.60922
35.56	10.6689	-1.19838	1.27005	8.4535	1.9865
35.565	9.27734	-1.31954	0.494168	8.30111	2.3096
35.57	7.76978	-1.3118	-0.491641	8.1418	2.56871
35.575	6.93359	-1.17062	-1.6076	7.97662	2.75598
35.58	6.86646	-0.905934	-2.63568	7.80746	2.8656
35.585	7.61719	-0.541507	-3.14625	7.63607	2.89371
35.59	8.21533	-0.112216	-2.62901	7.4641	2.8388
35.595	9.57031	0.339991	-0.835642	7.29276	2.70178
35.6	12.1765	0.770229	1.87473	7.12299	2.48591
35.605	12.7075	1.13621	4.47503	6.95602	2.19694
35.61	15.8691	1.40153	5.65312	6.79342	1.84304
35.615	16.0095	1.53955	4.50776	6.63663	1.43457
35.62	11.8835	1.53601	1.16979	6.48689	0.983574
35.625	4.63867	1.39027	-3.06754	6.34566	0.503256
35.63	-2.30103	1.11574	-6.28201	6.21391	0.00767824
35.635	-1.31836	0.737649	-6.88474	6.09238	-0.488454
35.64	3.51563	0.290186	-4.49025	5.98168	-0.970376
35.645	6.84204	-0.18617	-0.177624	5.8826	-1.42357
35.65	7.47681	-0.648571	4.03699	5.79642	-1.83434
35.655	7.12891	-1.05557	6.23518	5.7241	-2.19032
35.66	6.9519	-1.37091	5.56187	5.66595	-2.48089
35.665	5.896	-1.56626	2.59568	5.62196	-2.69732
35.67	2.50244	-1.62396	-1.04806	5.59194	-2.83318
35.675	-1.48315	-1.53863	-3.62863	5.57592	-2.88453
35.68	-3.68652	-1.31773	-4.15912	5.57392	-2.85014
35.685	-1.78223	-0.980692	-2.7901	5.58574	-2.73143
35.69	1.77002	-0.557084	-0.545712	5.61088	-2.53245
35.695	4.88281	-0.0837822	1.34955	5.64847	-2.25984
35.7	5.95703	0.398833	2.11418	5.69768	-1.9227
35.705	6.46973	0.849952	1.68806	5.7575	-1.53223
35.71	6.00586	1.23133	0.579075	5.82684	-1.10125
35.715	5.47485	1.50963	-0.532895	5.90451	-0.643691
35.72	5.58472	1.66008	-1.15678	5.9893	-0.174516
35.725	6.64063	1.66925	-1.13897	6.07999	0.291235
35.73	8.26416	1.53605	-0.605746	6.17517	0.738708
35.735	10.3699	1.2715	0.180432	6.2733	1.15376
35.74	10.0464	0.897543	0.930309	6.37288	1.52381
35.745	8.99048	0.445426	1.37767	6.47251	1.83777
35.75	8.74023	-0.0472026	1.32087	6.5707	2.08661
35.755	8.86841	-0.539055	0.703076	6.66591	2.26337
35.76	8.98438	-0.989472	-0.310111	6.75662	2.36348
35.765	6.9397	-1.36037	-1.33511	6.84144	2.38508
35.77	4.80957	-1.61906	-1.91336	6.91914	2.32899
35.775	4.57153	-1.74191	-1.74218	6.98853	2.19883
35.78	6.04248	-1.71691	-0.853345	7.04861	2.00075
35.785	7.67822	-1.54574	0.374235	7.09847	1.74292
35.79	9.41772	-1.24236	1.40182	7.13732	1.43537
35.795	10.4431	-0.831222	1.8047	7.1645	1.08971
35.8	10.553	-0.345723	1.47333	7.17965	0.719074
35.805	9.19189	0.174423	0.630812	7.18214	0.337323
35.81	6.79932	0.685828	-0.323706	7.17154	-0.0420206
35.815	5.45044	1.14546	-1.01662	7.14768	-0.406126
35.82	7.43408	1.51392	-1.23522	7.11101	-0.742918
35.825	8.80737	1.75894	-0.958682	7.06226	-1.04122
35.83	8.65479	1.8587	-0.324563	7.00193	-1.29142
35.835	6.17065	1.8031	0.413955	6.93044	-1.48641
35.84	4.03442	1.59488	0.942211	6.8484	-1.62131
35.845	5.96924	1.2491	0.981852	6.75676	-1.69354
35.85	7.00684	0.792142	0.435964	6.65672	-1.70269
35.855	6.22559	0.260493	-0.4928	6.54955	-1.65061
35.86	3.52173	-0.302055	-1.32599	6.43668	-1.54165
35.865	1.31836	-0.848098	-1.53626	6.31953	-1.38219
35.87	1.50146	-1.3307	-0.878684	6.1995	-1.18091
35.875	3.06396	-1.70629	0.392038	6.07793	-0.947256
35.88	5.85327	-1.93943	1.59855	5.95625	-0.691405
35.885	6.85425	-2.00575	2.03409	5.83596	-0.423617
35.89	6.06079	-1.89592	1.42346	5.71864	-0.15479
35.895	3.28979	-1.61596	0.133341	5.60584	0.103871
35.9	1.79443	-1.18687	-1.04626	5.49902	0.341967
35.905	3.31421	-0.643668	-1.43103	5.39951	0.550594
35.91	5.93262	-0.0329129	-0.908976	5.30846	0.723002
35.915	7.67822	0.591142	-0.0140097	5.22705	0.854298
35.92	7.95898	1.17139	0.464797	5.15639	0.941468
35.925	8.05664	1.65304	0.0752013	5.09748	0.983003
35.93	7.92847	1.98915	-0.926541	5.05107	0.979174
35.935	7.8125	2.14509	-1.71121	5.01768	0.932511
35.94	7.14722	2.10293	-1.44806	4.9979	0.847468
35.945	8.06885	1.86333	0.0697836	4.99219	0.730046
35.95	10.8276	1.44577	2.1861	5.00082	0.587301
35.955	11.6394	0.887449	3.71494	5.02371	0.426978
35.96	9.69238	0.240274	3.64416	5.06061	0.257368
35.965	5.43213	-0.434007	1.77181	5.11122	0.0867427
35.97	1.55029	-1.06945	-1.12795	5.17499	-0.0768054
35.975	-0.598145	-1.60274	-3.70641	5.2512	-0.2257
35.98	-1.9043	-1.97967	-4.75819	5.33898	-0.353271
35.985	-1.41602	-2.16098	-3.84096	5.43747	-0.45449
35.99	0.78125	-2.12687	-1.45608	5.54577	-0.52596
35.995	3.58887	-1.87901	1.26999	5.66277	-0.565926
36	5.96924	-1.44116	3.18308	5.78715	-0.573898
36.005	7.60498	-0.857275	3.64407	5.91755	-0.550784
36.01	8.22144	-0.187856	2.74816	6.05254	-0.499197
36.015	7.76367	0.497065	1.15107	6.19065	-0.423317
36.02	6.83594	1.12627	-0.349334	6.33039	-0.328632
36.025	6.39038	1.63393	-1.22576	6.47025	-0.221589
36.03	6.35986	1.96644	-1.41452	6.60876	-0.109004
36.035	6.91528	2.08792	-1.21768	6.7445	0.00224028
36.04	6.86646	1.9851	-1.01568	6.87609	0.105704
36.045	7.6355	1.6692	-0.984647	7.00211	0.195397
36.05	8.29468	1.1749	-0.995906	7.12144	0.26601
36.055	8.44727	0.556945	-0.752739	7.23303	0.312995
36.06	7.74536	-0.115797	-0.0614313	7.33595	0.333808
36.065	6.46973	-0.767824	0.959564	7.42922	0.327702
36.07	8.52661	-1.32595	1.88636	7.51178	0.295582
36.075	10.5774	-1.72723	2.22203	7.58288	0.239328
36.08	10.6384	-1.92622	1.70867	7.64211	0.161713
36.085	7.88574	-1.90035	0.510583	7.68921	0.0670542
36.09	4.22363	-1.65356	-0.85459	7.72389	-0.0389713
36.095	3.54004	-1.21548	-1.79208	7.74593	-0.149842
36.1	4.97437	-0.638344	-1.94937	7.75535	-0.258592
36.105	6.88477	0.00995801	-1.37383	7.75243	-0.35823
36.11	8.03833	0.653328	-0.439098	7.73764	-0.442179
36.115	8.3313	1.21591	0.400037	7.71152	-0.504579
36.12	7.65991	1.63082	0.850516	7.67455	-0.540602
36.125	7.62939	1.84821	0.876918	7.62729	-0.546502
36.13	8.47778	1.84199	0.62983	7.57035	-0.520104
36.135	9.24072	1.61317	0.294584	7.5045	-0.460432
36.14	9.24072	1.18976	-0.0150211	7.4309	-0.368112
36.145	8.07495	0.623224	-0.260348	7.3506	-0.245673
36.15	6.02417	-0.0179684	-0.413211	7.26468	-0.097589
36.155	4.6875	-0.656438	-0.406108	7.17403	0.0697663
36.16	5.10254	-1.21509	-0.167062	7.07961	0.2488
36.165	7.06177	-1.62638	0.289477	6.98265	0.431119
36.17	8.45947	-1.84064	0.787348	6.88441	0.607762
36.175	7.49512	-1.83232	1.02317	6.78591	0.769932
36.18	5.29785	-1.60295	0.721778	6.68801	0.909066
36.185	4.54712	-1.18082	-0.164473	6.59157	1.01698
36.19	5.2124	-0.617785	-1.33878	6.49746	1.08627
36.195	7.01904	0.0174059	-2.23064	6.40654	1.11131
36.2	8.17261	0.647573	-2.25859	6.31958	1.0884
36.205	8.72192	1.19676	-1.1695	6.23727	1.01594
36.21	9.61304	1.59949	0.734462	6.16025	0.894027
36.215	9.95483	1.80893	2.64156	6.08909	0.724863
36.22	12.6587	1.80247	3.58401	6.02414	0.512747
36.225	13.3057	1.58472	2.95241	5.96556	0.264277
36.23	10.6201	1.18533	0.887746	5.91353	-0.0115907
36.235	4.92554	0.65597	-1.69528	5.8682	-0.304202
36.24	-0.55542	0.0633042	-3.53393	5.8298	-0.602038
36.245	-1.09863	-0.519579	-3.68717	5.79835	-0.893865
36.25	1.78223	-1.02315	-2.08127	5.77342	-1.16825
36.255	3.77808	-1.39042	0.411428	5.75461	-1.41333
36.26	4.73022	-1.58282	2.44657	5.74164	-1.61758
36.265	3.55225	-1.58386	2.9783	5.73461	-1.77091
36.27	2.28882	-1.40074	1.86023	5.73347	-1.86559
36.275	1.65405	-1.06307	-0.100249	5.73803	-1.89627
36.28	1.80664	-0.618216	-1.67153	5.74787	-1.85985
36.285	2.65503	-0.124515	-1.97608	5.7626	-1.75553
36.29	3.49731	0.356663	-1.00706	5.78185	-1.58539
36.295	4.80347	0.768181	0.440475	5.8053	-1.35407
36.3	6.30493	1.06411	1.35992	5.83277	-1.06807
36.305	7.66602	1.21496	1.22348	5.86417	-0.736011
36.31	8.00171	1.21114	0.294818	5.89947	-0.368705
36.315	7.26929	1.06256	-0.635498	5.93869	0.0205833
36.32	6.16455	0.796549	-0.869798	5.98193	0.417305
36.325	6.03027	0.453203	-0.319573	6.0293	0.806973
36.33	7.09229	0.0802235	0.458478	6.08094	1.17534
36.335	8.80127	-0.27401	0.715495	6.13704	1.50878
36.34	9.10645	-0.567072	0.103794	6.19779	1.79477
36.345	7.87354	-0.767237	-1.02255	6.26357	2.02233
36.35	6.05469	-0.856331	-1.83342	6.33472	2.18266
36.355	5.26123	-0.830771	-1.60464	6.41166	2.26927
36.36	7.73926	-0.700694	-0.246558	6.4948	2.27855
36.365	10.6201	-0.488612	1.59221	6.58469	2.20989
36.37	13.7939	-0.225418	2.90935	6.68194	2.06571
36.375	12.2986	0.0541531	2.9505	6.78702	1.85095
36.38	9.47266	0.316094	1.63717	6.90056	1.57295
36.385	6.73828	0.530774	-0.426739	7.02308	1.24153
36.39	5.57251	0.675149	-2.3247	7.15543	0.868769
36.395	5.68848	0.73472	-3.30739	7.29772	0.468255
36.4	5.5542	0.704779	-3.09262	7.4501	0.0541629
36.405	5.95093	0.590297	-1.87419	7.61279	-0.358548
36.41	6.43921	0.40455	-0.132355	7.7863	-0.755106
36.415	6.90918	0.167522	1.58805	7.97113	-1.12131
36.42	8.86841	-0.0964262	2.81616	8.16722	-1.44483
36.425	9.74731	-0.360663	3.2174	8.37434	-1.71509
36.43	9.7229	-0.598621	2.64579	8.59223	-1.92329
36.435	7.44629	-0.785889	1.21324	8.82057	-2.06296
36.44	4.91333	-0.902136	-0.674731	9.05889	-2.13033
36.445	3.91235	-0.931898	-2.39422	9.30651	-2.12447
36.45	3.88794	-0.866363	-3.32521	9.56277	-2.04721
36.455	4.48608	-0.704593	-3.1225	9.82697	-1.90304
36.46	6.54907	-0.454724	-1.88218	10.0983	-1.69877
36.465	9.41162	-0.134293	-0.0979101	10.3756	-1.44337
36.47	12.2437	0.231129	1.57772	10.6576	-1.14738
36.475	13.8855	0.608905	2.61864	10.9432	-0.822603
36.48	14.4104	0.961508	2.80262	11.2308	-0.48208
36.485	14.27	1.2494	2.21459	11.5191	-0.139039
36.49	14.7644	1.4351	1.11725	11.8064	0.193513
36.495	13.8184	1.48776	-0.181696	12.0913	0.503492
36.5	13.5742	1.38764	-1.39935	12.3719	0.780226
36.505	12.4939	1.13033	-2.27779	12.6468	1.01463
36.51	11.8896	0.728928	-2.58793	12.914	1.19964
36.515	11.8713	0.213966	-2.19262	13.1719	1.33027
36.52	13.0127	-0.368279	-1.14415	13.4188	1.40382
36.525	14.3188	-0.959381	0.265582	13.653	1.42002
36.53	15.802	-1.49382	1.57356	13.8729	1.38103
36.535	16.6748	-1.90625	2.33334	14.0772	1.29105
36.54	15.5701	-2.14033	2.31841	14.2645	1.15583
36.545	14.4897	-2.15641	1.62428	14.4335	0.982568
36.55	12.8052	-1.93771	0.598606	14.5835	0.780273
36.555	12.8174	-1.49413	-0.35374	14.7134	0.558828
36.56	14.032	-0.862924	-0.971659	14.8226	0.328516
36.565	14.3555	-0.106134	-1.22539	14.9102	0.0992192
36.57	13.8977	0.695973	-1.25639	14.9756	-0.119808
36.575	13.5864	1.45423	-1.22769	15.0189	-0.319927
36.58	14.1724	2.08063	-1.19216	15.0401	-0.493711
36.585	16.272	2.49896	-1.05887	15.0395	-0.635091
36.59	17.7612	2.65464	-0.668552	15.0172	-0.739766
36.595	17.9749	2.52247	0.0747562	14.9737	-0.805011
36.6	17.5049	2.11092	1.09472	14.9096	-0.829919
36.605	16.4612	1.46187	2.12091	14.8261	-0.815045
36.61	16.925	0.64635	2.76313	14.7242	-0.762622
36.615	17.0654	-0.243427	2.65949	14.6051	-0.676635
36.62	16.04	-1.10513	1.64488	14.4702	-0.562634
36.625	11.9995	-1.83889	-0.123502	14.321	-0.427244
36.63	7.59277	-2.36004	-2.14583	14.1589	-0.277737
36.635	5.92041	-2.60996	-3.70476	13.9855	-0.121225
36.64	6.95801	-2.56354	-4.13122	13.8026	0.0353039
36.645	8.88062	-2.232	-3.11402	13.6118	0.185146
36.65	11.1572	-1.66105	-0.914005	13.415	0.321907
36.655	14.6301	-0.924726	1.66698	13.2139	0.439691
36.66	17.5415	-0.115587	3.5971	13.0102	0.533971
36.665	17.8589	0.667345	4.08778	12.8054	0.601647
36.67	17.4744	1.33156	2.99743	12.601	0.640915
36.675	16.5344	1.80257	0.920134	12.3984	0.650906
36.68	15.8752	2.03316	-1.11744	12.1991	0.631907
36.685	14.2822	2.00861	-2.21027	12.0044	0.585615
36.69	11.6455	1.74718	-2.06238	11.8156	0.515126
36.695	10.3699	1.29736	-1.10334	11.6337	0.424259
36.7	12.3413	0.730097	-0.163895	11.4595	0.317222
36.705	12.561	0.128647	0.0931793	11.2936	0.198395
36.71	11.5967	-0.423967	-0.387505	11.1362	0.0725708
36.715	9.05762	-0.856861	-1.03607	10.9877	-0.0552818
36.72	7.34253	-1.12034	-1.07805	10.8481	-0.180297
36.725	8.38623	-1.19153	-0.123373	10.7172	-0.298211
36.73	10.0464	-1.07635	1.4863	10.595	-0.405619
36.735	11.9568	-0.807582	2.82895	10.4811	-0.499769
36.74	13.4399	-0.439221	2.97822	10.3748	-0.578406
36.745	12.1521	-0.0378083	1.6323	10.2754	-0.639945
36.75	8.80737	0.328016	-0.631181	10.1817	-0.683681
36.755	4.98657	0.598141	-2.65949	10.0928	-0.709438
36.76	5.12695	0.729682	-3.40378	10.0077	-0.717972
36.765	7.9834	0.703043	-2.53627	9.92527	-0.709962
36.77	10.2356	0.524326	-0.623334	9.84449	-0.686414
36.775	10.2783	0.223666	1.25169	9.76409	-0.648816
36.78	9.55811	-0.149144	2.14895	9.68269	-0.599072
36.785	9.12476	-0.532086	1.79636	9.59898	-0.539753
36.79	8.89282	-0.859952	0.661997	9.5117	-0.472883
36.795	8.46558	-1.07445	-0.424429	9.41968	-0.399694
36.8	8.44727	-1.13348	-0.82276	9.32189	-0.321074
36.805	8.08105	-1.0176	-0.44251	9.21739	-0.237942
36.81	8.57544	-0.732553	0.286408	9.10542	-0.15139
36.815	9.47876	-0.308745	0.758909	8.98524	-0.0623168
36.82	11.0107	0.202655	0.601329	8.85622	0.0288074
36.825	10.9558	0.736184	-0.122671	8.71785	0.121697
36.83	9.76563	1.22081	-0.995697	8.56984	0.215956
36.835	8.45947	1.58971	-1.52385	8.41212	0.310853
36.84	8.93555	1.78875	-1.41502	8.24481	0.405278
36.845	10.437	1.78459	-0.703732	8.06821	0.498003
36.85	10.9375	1.56895	0.311861	7.88277	0.587787
36.855	10.0037	1.16011	1.24059	7.68913	0.673288
36.86	9.70459	0.600278	1.76806	7.4882	0.752572
36.865	8.69751	-0.0496682	1.74801	7.28107	0.823169
36.87	8.1543	-0.71697	1.21526	7.06889	0.882184
36.875	6.54907	-1.32544	0.341694	6.85286	0.927019
36.88	4.32129	-1.80474	-0.631798	6.63435	0.955181
36.885	2.82593	-2.09864	-1.46082	6.41491	0.964034
36.89	1.89819	-2.17226	-1.95167	6.19619	0.951153
36.895	1.97144	-2.01566	-1.98571	5.98001	0.914375
36.9	2.99072	-1.64483	-1.52832	5.76825	0.85209
36.905	5.27344	-1.09957	-0.631258	5.56276	0.763204
36.91	6.95801	-0.438641	0.555869	5.36526	0.647561
36.915	7.47681	0.266711	1.77035	5.17744	0.50631
36.92	7.51953	0.941198	2.64823	5.00103	0.341733
36.925	9.58252	1.51384	2.8091	4.83762	0.157219
36.93	10.5164	1.92557	2.02387	4.68876	-0.0433233
36.935	8.88062	2.13535	0.39491	4.55584	-0.255061
36.94	4.31519	2.12413	-1.57652	4.44033	-0.472323
36.945	1.19019	1.89661	-3.12952	4.34351	-0.688476
36.95	1.94092	1.48036	-3.57358	4.26628	-0.896275
36.955	3.85742	0.922608	-2.65048	4.20934	-1.08817
36.96	4.55933	0.284841	-0.715311	4.17322	-1.25677
36.965	3.70483	-0.364217	1.39831	4.15835	-1.39604
36.97	3.43018	-0.956303	2.78399	4.16471	-1.50056
36.975	4.96216	-1.43102	2.92272	4.19187	-1.5653
36.98	4.75464	-1.74231	1.92045	4.2393	-1.58545
36.985	2.69165	-1.86243	0.399034	4.30689	-1.55766
36.99	-0.628662	-1.78446	-0.883819	4.39441	-1.48113
36.995	-1.67847	-1.52221	-1.44265	4.50103	-1.35748
37	0.012207	-1.10909	-1.26143	4.62511	-1.18958
37.005	2.22778	-0.594093	-0.696662	4.76469	-0.981562
37.01	3.32031	-0.0366034	-0.189129	4.91803	-0.739113
37.015	3.78418	0.501258	0.0123436	5.08361	-0.469503
37.02	4.22974	0.961466	-0.0566943	5.2594	-0.181498
37.025	4.6936	1.29654	-0.181347	5.44312	0.115247
37.03	6.03638	1.4744	-0.159778	5.63234	0.410412
37.035	7.59277	1.48123	0.0638284	5.82487	0.693754
37.04	9.13086	1.32259	0.391065	6.01861	0.955331
37.045	9.66187	1.02282	0.654882	6.21136	1.18581
37.05	9.44214	0.621517	0.719104	6.40067	1.37666
37.055	8.65479	0.168746	0.539048	6.58411	1.52054
37.06	8.3374	-0.281613	0.168362	6.7595	1.61211
